Trial (NCT),Condition,Arm,Interventions,OS median,OS 95% CI low,OS 95% CI high,OS N,PFS median,PFS 95% CI low,PFS 95% CI high,PFS N,ORR %,CT.gov last updated,Trial start date,Trial completion date
NCT03611309,Gastrointestinal Cancer; Gastrointestinal Neoplasms; Pancreatic Neoplasms; Liver Neoplasms; Esophageal Neoplasms; Stomach Neoplasms,Surgeon-palliative Care Team Co-management,"Surgeon-palliative care team co management, Surgeon team alone management",,,,,,,,,,2026-01-08,2018-09-25,2022-08-31
NCT02509507,"Hepatocellular Carcinoma; Liver Metastases; Cutaneous or Subcutaneous Lymph Node; Liver Tumors; Carcinoma, Hepatocellular",Part 1: Combination Therapy Group A,"Talimogene Laherparepvec, Pembrolizumab",7.8,4.4,14.2,24.0,,,,,0.0,2024-08-06,2016-02-05,2023-07-11
NCT02509507,"Hepatocellular Carcinoma; Liver Metastases; Cutaneous or Subcutaneous Lymph Node; Liver Tumors; Carcinoma, Hepatocellular",Part 1: Combination Therapy Group B,"Talimogene Laherparepvec, Pembrolizumab",12.8,6.8,29.5,22.0,,,,,0.0,2024-08-06,2016-02-05,2023-07-11
NCT02509507,"Hepatocellular Carcinoma; Liver Metastases; Cutaneous or Subcutaneous Lymph Node; Liver Tumors; Carcinoma, Hepatocellular",Part 1: Monotherapy Group A,"Talimogene Laherparepvec, Pembrolizumab",8.7,2.7,17.1,23.0,,,,,0.0,2024-08-06,2016-02-05,2023-07-11
NCT02509507,"Hepatocellular Carcinoma; Liver Metastases; Cutaneous or Subcutaneous Lymph Node; Liver Tumors; Carcinoma, Hepatocellular",Part 1: Monotherapy Group B,"Talimogene Laherparepvec, Pembrolizumab",9.1,3.9,,5.0,,,,,0.0,2024-08-06,2016-02-05,2023-07-11
NCT02509507,"Hepatocellular Carcinoma; Liver Metastases; Cutaneous or Subcutaneous Lymph Node; Liver Tumors; Carcinoma, Hepatocellular",Part 2: Basal Cell Carcinoma (BCC),"Talimogene Laherparepvec, Pembrolizumab",16.4,5.4,,5.0,,,,,0.0,2024-08-06,2016-02-05,2023-07-11
NCT02509507,"Hepatocellular Carcinoma; Liver Metastases; Cutaneous or Subcutaneous Lymph Node; Liver Tumors; Carcinoma, Hepatocellular",Part 2: Colorectal Adenocarcinoma (CRC),"Talimogene Laherparepvec, Pembrolizumab",11.2,2.4,18.9,10.0,,,,,0.0,2024-08-06,2016-02-05,2023-07-11
NCT02509507,"Hepatocellular Carcinoma; Liver Metastases; Cutaneous or Subcutaneous Lymph Node; Liver Tumors; Carcinoma, Hepatocellular",Part 2: Cutaneous Squamous Cell Carcinoma (CSCC),"Talimogene Laherparepvec, Pembrolizumab",9.6,2.3,,10.0,,,,,0.0,2024-08-06,2016-02-05,2023-07-11
NCT02509507,"Hepatocellular Carcinoma; Liver Metastases; Cutaneous or Subcutaneous Lymph Node; Liver Tumors; Carcinoma, Hepatocellular",Part 2: Hormone Receptor Positive Breast Cancer (HRBC),"Talimogene Laherparepvec, Pembrolizumab",9.1,2.4,20.5,10.0,,,,,0.0,2024-08-06,2016-02-05,2023-07-11
NCT02509507,"Hepatocellular Carcinoma; Liver Metastases; Cutaneous or Subcutaneous Lymph Node; Liver Tumors; Carcinoma, Hepatocellular",Part 2: Triple Negative Breast Cancer (TNBC),"Talimogene Laherparepvec, Pembrolizumab",10.2,2.7,27.2,18.0,,,,,2.0,2024-08-06,2016-02-05,2023-07-11
NCT01356628,Advanced Hepatocellular Carcinoma; HCC; Liver Cancer; Liver Neoplasms,PD-0332991,PD-0332991,40.0,24.0,96.0,23.0,,,,,,2025-07-28,2011-05-25,2023-12-16
NCT02973516,"Chronic Liver Disease; HepatoCellular Carcinoma; Carcinoma, Hepatocellular",Cohort 1,"P03277 at 0.1 mmol/kg, P03277 at 0.05 mmol/kg",,,,,,,,,,2021-10-26,2016-12,2019-04-04
NCT02973516,"Chronic Liver Disease; HepatoCellular Carcinoma; Carcinoma, Hepatocellular",Cohort 2,"P03277 at 0.1 mmol/kg, P03277 at 0.05 mmol/kg",,,,,,,,,,2021-10-26,2016-12,2019-04-04
NCT00906373,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Cohort 1 - 10 mg/kg Cixutumumab,"IMC-A12 (cixutumumab) - 10 milligrams/kilogram (mg/kg), IMC-A12 (cixutumumab) - 20 mg/kg, Sorafenib",,,,,,,,,,2018-06-04,2009-05,2014-05
NCT00906373,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Cohort 2 - 20 mg/kg Cixutumumab,"IMC-A12 (cixutumumab) - 10 milligrams/kilogram (mg/kg), IMC-A12 (cixutumumab) - 20 mg/kg, Sorafenib",11.6,8.0,15.1,41.0,,,,,12.2,2018-06-04,2009-05,2014-05
NCT02115373,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Phase 1b: Tepotinib 300 mg,"Tepotinib, Tepotinib",3.0,,,4.0,4.0,,,4.0,,2022-08-24,2014-05-18,2018-02-14
NCT02115373,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Phase 1b: Tepotinib 500 mg,"Tepotinib, Tepotinib",11.0,,,13.0,12.0,,,13.0,,2022-08-24,2014-05-18,2018-02-14
NCT02115373,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Phase 2: Tepotinib 500 mg,"Tepotinib, Tepotinib",40.0,,,49.0,38.0,,,49.0,,2022-08-24,2014-05-18,2018-02-14
NCT02736227,Liver Transplantation,Graft Rejection After Tacrolimus Was Discontinued (REJ),Tacrolimus Withdrawal and Everolimus Monotherapy,,,,,,,,,,2022-10-07,2016-03,2021-03
NCT02736227,Liver Transplantation,No Graft Rejection After Tacrolimus Weaning (Non REJ),Tacrolimus Withdrawal and Everolimus Monotherapy,,,,,,,,,,2022-10-07,2016-03,2021-03
NCT02736227,Liver Transplantation,Withdrew From Study Before Tacrolimus Weaning,Tacrolimus Withdrawal and Everolimus Monotherapy,,,,,,,,,,2022-10-07,2016-03,2021-03
NCT03109262,"Primary Malignant Liver Neoplasm; Carcinoma, Hepatocellular",Yttrium Y-90 PET/CT vs 99mTc-MAA SPECT/CT Scans,"Computed Tomography (CT), Positron Emission Tomography (PET), 90-Yttrium (Y-90) Glass Microspheres, Technetium 99mTc albumin aggregated (99mTc-MAA), Single-photon emission computerized tomography (SPECT) scan",,,,,,,,,,2022-01-10,2017-02-15,2021-02-28
NCT00957424,"Bladder Cancer; Cervical Cancer; Esophageal Cancer; Gastric Cancer; Head and Neck Cancer; Kidney Cancer; Leukemia; Liver Cancer; Lung Cancer; Pancreatic Cancer; Tobacco Use Disorder; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Esophageal Neoplasms; Stomach Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Leukemia; Liver Neoplasms; Lung Neoplasms; Pancreatic Neoplasms; Tobacco Use Disorder; Carcinoma, Renal Cell; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma; Hypopharyngeal Neoplasms; Laryngeal Neoplasms; Mouth Neoplasms; Nasopharyngeal Neoplasms; Oropharyngeal Neoplasms; Leukemia, Myeloid, Acute",Overall,"telephone-based intervention, nicotine replacement therapy, informational intervention, internet-based intervention, questionnaire administration",,,,,,,,,,2017-02-07,2009-06,2011-11
NCT01887717,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Sorafenib,"TheraSphere®, Sorafenib",18.2,2.9,18.2,16.0,,,,,,2021-04-21,2014-02-27,2017-05-23
NCT01887717,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",TheraSphere,"TheraSphere®, Sorafenib",14.5,2.3,22.0,15.0,,,,,,2021-04-21,2014-02-27,2017-05-23
NCT05385952,"Intraoperative Bleeding; Hemorrhage, Surgical; Liver Diseases; Blood Loss, Surgical; Liver Diseases",GATT-Patch (Currently Named ETHIZIA),"GATT-Patch (currently named ETHIZIA), TachoSil",,,,,,,,,,2026-03-04,2022-08-04,2024-05-10
NCT05385952,"Intraoperative Bleeding; Hemorrhage, Surgical; Liver Diseases; Blood Loss, Surgical; Liver Diseases",TachoSil,"GATT-Patch (currently named ETHIZIA), TachoSil",,,,,,,,,,2026-03-04,2022-08-04,2024-05-10
NCT00867321,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",All Patients,"bevacizumab, sorafenib tosylate",13.3,4.4,,6.0,,,,,,2022-04-19,2009-04,2013-05
NCT00867321,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Arm I (Phase II),"bevacizumab, sorafenib tosylate",,,,,,,,,,2022-04-19,2009-04,2013-05
NCT00867321,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Arm II (Phase II),"bevacizumab, sorafenib tosylate",,,,,,,,,,2022-04-19,2009-04,2013-05
NCT00867321,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Phase I: Dose Level -1,"bevacizumab, sorafenib tosylate",,,,,,,,,,2022-04-19,2009-04,2013-05
NCT00867321,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Phase I: Dose Level -2,"bevacizumab, sorafenib tosylate",,,,,,,,,,2022-04-19,2009-04,2013-05
NCT00867321,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Phase I: Dose Level -2a,"bevacizumab, sorafenib tosylate",,,,,,,,,,2022-04-19,2009-04,2013-05
NCT00867321,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Phase I: Dose Level 0,"bevacizumab, sorafenib tosylate",,,,,,,,,,2022-04-19,2009-04,2013-05
NCT03268499,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Emulsion Group,Lipiodol-based transarterial chemoembolization,36.0,25.7,46.6,36.0,,,,,,2024-11-15,2016-09-09,2023-04-28
NCT03268499,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Suspension Group,Lipiodol-based transarterial chemoembolization,53.3,40.5,80.0,37.0,,,,,,2024-11-15,2016-09-09,2023-04-28
NCT02513199,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",TACE/SBRT Combination,"SBRT, TACE",20.0,,,32.0,,,,,20.0,2023-06-18,2014-11,2022-01-01
NCT04327700,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Regorafenib and TheraBionic,"TheraBionic, Regorafenib",2.0,,,2.0,2.0,,,2.0,,2026-03-05,2021-01-26,2024-05-31
NCT02576509,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Nivolumab 240 mg,"Nivolumab, Sorafenib",16.39,13.93,18.37,371.0,3.68,3.06,3.88,371.0,15.4,2025-02-17,2015-12-07,2024-02-07
NCT02576509,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Sorafenib 400 mg,"Nivolumab, Sorafenib",14.69,11.89,17.22,372.0,3.75,3.71,4.47,372.0,7.0,2025-02-17,2015-12-07,2024-02-07
NCT02181075,"Liver Tumour; Carcinoma, Hepatocellular",Part I (Patients Enrolled Between March 2015-April 2017),"ThermoDox® (LTLD), Focused Ultrasound of Target Liver Tumour, Pre-LTLD Biopsy of Target Liver Tumour, Post-LTLD Biopsy of Target Liver Tumour, Post-LTLD+FUS (Post-FUS) Biopsy of Target Liver Tumour, Thermometry of Target Tumour",,,,,,,,,,2019-07-22,2014-07,2017-04
NCT02181075,"Liver Tumour; Carcinoma, Hepatocellular",Part II (Patients Enrolled Between June 2016-Feb 2017),"ThermoDox® (LTLD), Focused Ultrasound of Target Liver Tumour, Pre-LTLD Biopsy of Target Liver Tumour, Post-LTLD Biopsy of Target Liver Tumour, Post-LTLD+FUS (Post-FUS) Biopsy of Target Liver Tumour, Thermometry of Target Tumour",,,,,,,,,,2019-07-22,2014-07,2017-04
NCT04487067,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Atezolizumab + Bevacizumab,"Atezolizumab, Bevacizumab",20.76,16.85,26.35,149.0,8.8,7.89,11.24,149.0,28.29,2025-09-22,2020-08-25,2024-08-13
NCT02062944,Acute Rejection of Liver Transplant; Effects of Immunosuppressant Therapy,Single-arm Study Sirolimus Withdrawal,Sirolimus,,,,,,,,,,2022-07-14,2013-03,2020-07
NCT02188719,Liver Transplantation,Cohort 1,"Anti-Thymocyte Globulin - Rabbit, darTreg Infusion, Everolimus, Tacrolimus, Mycophenolate mofetil, Prednisone, Acetaminophen, Diphenhydramine, Anti-Infective Prophylaxis, Leukapheresis, Blood draws, Liver biopsies, Liver transplantation",,,,,,,,,,2020-09-22,2014-12-17,2019-06-18
NCT02188719,Liver Transplantation,Cohort 2,"Anti-Thymocyte Globulin - Rabbit, darTreg Infusion, Everolimus, Tacrolimus, Mycophenolate mofetil, Prednisone, Acetaminophen, Diphenhydramine, Anti-Infective Prophylaxis, Leukapheresis, Blood draws, Liver biopsies, Liver transplantation",,,,,,,,,,2020-09-22,2014-12-17,2019-06-18
NCT02188719,Liver Transplantation,Cohort 3,"Anti-Thymocyte Globulin - Rabbit, darTreg Infusion, Everolimus, Tacrolimus, Mycophenolate mofetil, Prednisone, Acetaminophen, Diphenhydramine, Anti-Infective Prophylaxis, Leukapheresis, Blood draws, Liver biopsies, Liver transplantation",,,,,,,,,,2020-09-22,2014-12-17,2019-06-18
NCT02188719,Liver Transplantation,Cohort 4,"Anti-Thymocyte Globulin - Rabbit, darTreg Infusion, Everolimus, Tacrolimus, Mycophenolate mofetil, Prednisone, Acetaminophen, Diphenhydramine, Anti-Infective Prophylaxis, Leukapheresis, Blood draws, Liver biopsies, Liver transplantation",,,,,,,,,,2020-09-22,2014-12-17,2019-06-18
NCT00976898,Liver Cancer; Liver Neoplasms,Proton Beam Irradiation,Proton Beam Irradiation,49.9,17.8,,83.0,,,,,,2025-09-15,2009-08,2018-07
NCT01655693,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Best Standard of Care,"Doxorubicin 20 mg/m2, Doxorubicin 30 mg/m2, Best Standard of Care",,,,,2.3,2.1,2.8,134.0,0.0,2021-06-02,2012-06,2019-05
NCT01655693,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Best Standard of Care (BSC),"Doxorubicin 20 mg/m2, Doxorubicin 30 mg/m2, Best Standard of Care",9.0,7.1,11.8,134.0,,,,,,2021-06-02,2012-06,2019-05
NCT01655693,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Doxorubicin Transdrug (DT) 20 mg/m2 Group,"Doxorubicin 20 mg/m2, Doxorubicin 30 mg/m2, Best Standard of Care",10.1,7.3,11.4,130.0,,,,,,2021-06-02,2012-06,2019-05
NCT01655693,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Doxorubicin Transdrug (DT) at 20 mg/m2,"Doxorubicin 20 mg/m2, Doxorubicin 30 mg/m2, Best Standard of Care",,,,,2.3,2.0,2.8,130.0,0.0,2021-06-02,2012-06,2019-05
NCT01655693,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Doxorubicin Transdrug Pooled,"Doxorubicin 20 mg/m2, Doxorubicin 30 mg/m2, Best Standard of Care",9.1,8.1,10.4,263.0,2.3,2.1,2.6,263.0,0.0,2021-06-02,2012-06,2019-05
NCT01655693,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Doxorubicin Transdrug at 30 mg/m2,"Doxorubicin 20 mg/m2, Doxorubicin 30 mg/m2, Best Standard of Care",8.9,7.0,10.3,133.0,2.3,2.1,2.6,133.0,0.0,2021-06-02,2012-06,2019-05
NCT04212221,Advanced Hepatocellular Carcinoma (HCC),Phase 1: MGD013 120mg,"MGD013 monotherapy, MGD013 in combination with Brivanib Alaninate",,,,,,,,,,2024-07-23,2020-04-20,2022-04-27
NCT04212221,Advanced Hepatocellular Carcinoma (HCC),Phase 1: MGD013 240mg,"MGD013 monotherapy, MGD013 in combination with Brivanib Alaninate",,,,,,,,,,2024-07-23,2020-04-20,2022-04-27
NCT04212221,Advanced Hepatocellular Carcinoma (HCC),Phase 1: MGD013 400mg,"MGD013 monotherapy, MGD013 in combination with Brivanib Alaninate",,,,,,,,,,2024-07-23,2020-04-20,2022-04-27
NCT04212221,Advanced Hepatocellular Carcinoma (HCC),Phase 1: MGD013 400mg + Brivanib 400mg,"MGD013 monotherapy, MGD013 in combination with Brivanib Alaninate",,,,,,,,,,2024-07-23,2020-04-20,2022-04-27
NCT04212221,Advanced Hepatocellular Carcinoma (HCC),Phase 1: MGD013 600mg,"MGD013 monotherapy, MGD013 in combination with Brivanib Alaninate",,,,,,,,,,2024-07-23,2020-04-20,2022-04-27
NCT04212221,Advanced Hepatocellular Carcinoma (HCC),Phase 1: MGD013 600mg + Brivanib 400mg,"MGD013 monotherapy, MGD013 in combination with Brivanib Alaninate",,,,,,,,,,2024-07-23,2020-04-20,2022-04-27
NCT04212221,Advanced Hepatocellular Carcinoma (HCC),Phase 2: MGD013 600mg CPI-naive Cohort,"MGD013 monotherapy, MGD013 in combination with Brivanib Alaninate",,7.1,,36.0,3.05,1.9,5.6,36.0,8.3,2024-07-23,2020-04-20,2022-04-27
NCT04212221,Advanced Hepatocellular Carcinoma (HCC),Phase 2: MGD013 600mg Post-CPI Cohort,"MGD013 monotherapy, MGD013 in combination with Brivanib Alaninate",,9.7,,33.0,2.4,1.9,4.1,33.0,3.0,2024-07-23,2020-04-20,2022-04-27
NCT01594125,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Group I: Nintedanib 150mg Bid,"Nintedanib high dose, Nintedanib low dose, Nintedanib medium dose, Nintedanib medium dose, Nintedanib high dose",,,,,,,,,0.0,2016-02-12,2012-05,2015-01
NCT01594125,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Group I: Nintedanib 200mg Bid,"Nintedanib high dose, Nintedanib low dose, Nintedanib medium dose, Nintedanib medium dose, Nintedanib high dose",,,,,,,,,0.0,2016-02-12,2012-05,2015-01
NCT01594125,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Group II: Nintedanib 100mg Bid,"Nintedanib high dose, Nintedanib low dose, Nintedanib medium dose, Nintedanib medium dose, Nintedanib high dose",,,,,,,,,0.0,2016-02-12,2012-05,2015-01
NCT01594125,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Group II: Nintedanib 150mg Bid,"Nintedanib high dose, Nintedanib low dose, Nintedanib medium dose, Nintedanib medium dose, Nintedanib high dose",,,,,,,,,0.0,2016-02-12,2012-05,2015-01
NCT01594125,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Group II: Nintedanib 200mg Bid,"Nintedanib high dose, Nintedanib low dose, Nintedanib medium dose, Nintedanib medium dose, Nintedanib high dose",,,,,,,,,0.0,2016-02-12,2012-05,2015-01
NCT01033240,Advanced Hepatocellular Carcinoma; Liver Cancer; Hepatic Cancer; Liver Neoplasms; Liver Neoplasms,CS-1008 6/2 mg/kg + Sorafenib,"CS-1008 2 mg/kg, Sorafenib, CS-1008 6/2 mg/kg, CS-1008 6/6 mg/kg, CS-1008 4 mg/kg, CS-1008 6 mg/kg",8.2,5.7,10.4,53.0,,,,,0.0,2021-04-08,2010-07-09,2013-09-09
NCT01033240,Advanced Hepatocellular Carcinoma; Liver Cancer; Hepatic Cancer; Liver Neoplasms; Liver Neoplasms,CS-1008 6/6 mg/kg + Sorafenib,"CS-1008 2 mg/kg, Sorafenib, CS-1008 6/2 mg/kg, CS-1008 6/6 mg/kg, CS-1008 4 mg/kg, CS-1008 6 mg/kg",12.2,9.0,15.0,54.0,,,,,0.0,2021-04-08,2010-07-09,2013-09-09
NCT01033240,Advanced Hepatocellular Carcinoma; Liver Cancer; Hepatic Cancer; Liver Neoplasms; Liver Neoplasms,Sorafenib,"CS-1008 2 mg/kg, Sorafenib, CS-1008 6/2 mg/kg, CS-1008 6/6 mg/kg, CS-1008 4 mg/kg, CS-1008 6 mg/kg",8.2,4.9,13.4,55.0,,,,,0.0,2021-04-08,2010-07-09,2013-09-09
NCT03812289,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Treatment (SBRT),"Quality-of-Life Assessment, Questionnaire Administration, Stereotactic Body Radiation Therapy",13.7,4.1,,9.0,,,,,,2025-03-07,2019-02-07,2024-01-11
NCT03684811,"Cohort 1a and 1b: Glioma (Advanced Gliomas and Glioblastoma Multiforme); Cohort 2a and 2b: Hepatobiliary Tumors (Hepatocellular Carcinoma, Bile Duct Carcinoma, Intrahepatic Cholangiocarcinoma, Other Hepatobiliary Carcinomas); Cohort 3a and 3b: Chondrosarcoma; Cohort 4a and 4b: Intrahepatic Cholangiocarcinoma; Cohort 5a: Other Non-Central Nervous System Solid Tumors With IDH1 Mutations; Glioblastoma; Carcinoma, Hepatocellular; Bile Duct Neoplasms; Cholangiocarcinoma",Cohort 1A,"FT-2102, Azacitidine, Nivolumab, Gemcitabine and Cisplatin",75.0,45.86,,26.0,8.21,7.14,37.5,25.0,2.0,2023-11-18,2018-11-01,2022-06-13
NCT03684811,"Cohort 1a and 1b: Glioma (Advanced Gliomas and Glioblastoma Multiforme); Cohort 2a and 2b: Hepatobiliary Tumors (Hepatocellular Carcinoma, Bile Duct Carcinoma, Intrahepatic Cholangiocarcinoma, Other Hepatobiliary Carcinomas); Cohort 3a and 3b: Chondrosarcoma; Cohort 4a and 4b: Intrahepatic Cholangiocarcinoma; Cohort 5a: Other Non-Central Nervous System Solid Tumors With IDH1 Mutations; Glioblastoma; Carcinoma, Hepatocellular; Bile Duct Neoplasms; Cholangiocarcinoma",Cohort 1B,"FT-2102, Azacitidine, Nivolumab, Gemcitabine and Cisplatin",,,,6.0,8.29,8.14,9.43,5.0,0.0,2023-11-18,2018-11-01,2022-06-13
NCT03684811,"Cohort 1a and 1b: Glioma (Advanced Gliomas and Glioblastoma Multiforme); Cohort 2a and 2b: Hepatobiliary Tumors (Hepatocellular Carcinoma, Bile Duct Carcinoma, Intrahepatic Cholangiocarcinoma, Other Hepatobiliary Carcinomas); Cohort 3a and 3b: Chondrosarcoma; Cohort 4a and 4b: Intrahepatic Cholangiocarcinoma; Cohort 5a: Other Non-Central Nervous System Solid Tumors With IDH1 Mutations; Glioblastoma; Carcinoma, Hepatocellular; Bile Duct Neoplasms; Cholangiocarcinoma",Cohort 2A,"FT-2102, Azacitidine, Nivolumab, Gemcitabine and Cisplatin",,32.0,,8.0,,7.0,,8.0,1.0,2023-11-18,2018-11-01,2022-06-13
NCT03684811,"Cohort 1a and 1b: Glioma (Advanced Gliomas and Glioblastoma Multiforme); Cohort 2a and 2b: Hepatobiliary Tumors (Hepatocellular Carcinoma, Bile Duct Carcinoma, Intrahepatic Cholangiocarcinoma, Other Hepatobiliary Carcinomas); Cohort 3a and 3b: Chondrosarcoma; Cohort 4a and 4b: Intrahepatic Cholangiocarcinoma; Cohort 5a: Other Non-Central Nervous System Solid Tumors With IDH1 Mutations; Glioblastoma; Carcinoma, Hepatocellular; Bile Duct Neoplasms; Cholangiocarcinoma",Cohort 3A,"FT-2102, Azacitidine, Nivolumab, Gemcitabine and Cisplatin",,23.14,,23.0,8.57,7.43,22.14,21.0,0.0,2023-11-18,2018-11-01,2022-06-13
NCT03684811,"Cohort 1a and 1b: Glioma (Advanced Gliomas and Glioblastoma Multiforme); Cohort 2a and 2b: Hepatobiliary Tumors (Hepatocellular Carcinoma, Bile Duct Carcinoma, Intrahepatic Cholangiocarcinoma, Other Hepatobiliary Carcinomas); Cohort 3a and 3b: Chondrosarcoma; Cohort 4a and 4b: Intrahepatic Cholangiocarcinoma; Cohort 5a: Other Non-Central Nervous System Solid Tumors With IDH1 Mutations; Glioblastoma; Carcinoma, Hepatocellular; Bile Duct Neoplasms; Cholangiocarcinoma",Cohort 4A,"FT-2102, Azacitidine, Nivolumab, Gemcitabine and Cisplatin",36.43,10.29,,24.0,8.29,7.0,17.71,19.0,0.0,2023-11-18,2018-11-01,2022-06-13
NCT03684811,"Cohort 1a and 1b: Glioma (Advanced Gliomas and Glioblastoma Multiforme); Cohort 2a and 2b: Hepatobiliary Tumors (Hepatocellular Carcinoma, Bile Duct Carcinoma, Intrahepatic Cholangiocarcinoma, Other Hepatobiliary Carcinomas); Cohort 3a and 3b: Chondrosarcoma; Cohort 4a and 4b: Intrahepatic Cholangiocarcinoma; Cohort 5a: Other Non-Central Nervous System Solid Tumors With IDH1 Mutations; Glioblastoma; Carcinoma, Hepatocellular; Bile Duct Neoplasms; Cholangiocarcinoma",Cohort 5A,"FT-2102, Azacitidine, Nivolumab, Gemcitabine and Cisplatin",,33.71,,6.0,8.07,7.57,31.0,6.0,0.0,2023-11-18,2018-11-01,2022-06-13
NCT01035229,"Carcinoma; Carcinoma; Carcinoma, Hepatocellular",Everolimus + Best Supportive Care (BSC),"Everolimus, Everolimus Placebo, Best Supportive Care (BSC)",7.56,6.7,8.74,362.0,,,,,,2016-09-22,2010-04,2013-10
NCT01035229,"Carcinoma; Carcinoma; Carcinoma, Hepatocellular",Placebo + Best Supportive Care,"Everolimus, Everolimus Placebo, Best Supportive Care (BSC)",7.33,6.28,8.74,184.0,,,,,,2016-09-22,2010-04,2013-10
NCT01253148,Cholangiocarcinoma; Cholangiocarcinoma,Arterial Injection of 90-Y Microspheres,TheraSphere® Yttrium-90 (Y-90) Microspheres,22.0,10.0,,25.0,,,,,56.0,2017-03-22,2011-01,2015-08
NCT06190691,Healthy; Hepatic Insufficiency; Hepatic Insufficiency,Pirtobrutinib (Mild Hepatic Impairment),Pirtobrutinib,,,,,,,,,,2025-01-09,2020-12-18,2021-12-30
NCT06190691,Healthy; Hepatic Insufficiency; Hepatic Insufficiency,Pirtobrutinib (Moderate Hepatic Impairment),Pirtobrutinib,,,,,,,,,,2025-01-09,2020-12-18,2021-12-30
NCT06190691,Healthy; Hepatic Insufficiency; Hepatic Insufficiency,Pirtobrutinib (Normal Hepatic Function),Pirtobrutinib,,,,,,,,,,2025-01-09,2020-12-18,2021-12-30
NCT06190691,Healthy; Hepatic Insufficiency; Hepatic Insufficiency,Pirtobrutinib (Severe Hepatic Impairment),Pirtobrutinib,,,,,,,,,,2025-01-09,2020-12-18,2021-12-30
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",Lead-in Stage - CRPC,"Cabozantinib, Placebo",,,,,,,,,4.7,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",Lead-in Stage - Gastric/GEJ,"Cabozantinib, Placebo",,,,,,,,,4.8,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",Lead-in Stage - Hepatocellular Carcinoma,"Cabozantinib, Placebo",,,,,,,,,4.9,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",Lead-in Stage - Melanoma,"Cabozantinib, Placebo",,,,,,,,,5.2,2024-04-25,2009-09,2014-06
